county,megalitres_from_great_lakes,megalitres_from_groundwater,megalitres_from_inland_surface,total_megalitres_all_sources,industry,year,megalitres_from_great_lakes_pc,megalitres_from_groundwater_pc,megalitres_from_inland_surface_pc,main_source,fips
Ogemaw,0,0,0,0,Other,2018,0.0,0.0,0.0,Great Lakes,26129
Ogemaw,0,503,0,503,Public Water Supply,2018,0.0,1.0,0.0,Groundwater,26129
Ogemaw,0,715,703,1418,Total All Sectors,2018,0.0,0.5,0.5,Groundwater,26129
Ontonagon,0,0,0,0,Commercial-Institutional,2018,0.0,0.0,0.0,Great Lakes,26131
Ontonagon,0,0,0,0,Electric Power Generation,2018,0.0,0.0,0.0,Great Lakes,26131
Ontonagon,0,0,0,0,Industrial-Manufacturing,2018,0.0,0.0,0.0,Great Lakes,26131
Ontonagon,0,0,0,0,Irrigation,2018,0.0,0.0,0.0,Great Lakes,26131
Ontonagon,0,0,0,0,Livestock,2018,0.0,0.0,0.0,Great Lakes,26131
Ontonagon,0,0,0,0,Other,2018,0.0,0.0,0.0,Great Lakes,26131
Ontonagon,538,83,0,621,Public Water Supply,2018,0.87,0.13,0.0,Great Lakes,26131
Ontonagon,538,83,0,621,Total All Sectors,2018,0.87,0.13,0.0,Great Lakes,26131
Osceola,0,11,17,28,Commercial-Institutional,2018,0.0,0.39,0.61,Inland Surface,26133
Osceola,0,0,0,0,Electric Power Generation,2018,0.0,0.0,0.0,Great Lakes,26133
Osceola,0,1040,98,1138,Industrial-Manufacturing,2018,0.0,0.91,0.09,Groundwater,26133
Osceola,0,585,471,1056,Irrigation,2018,0.0,0.55,0.45,Groundwater,26133
Osceola,0,57,0,57,Livestock,2018,0.0,1.0,0.0,Groundwater,26133
Osceola,0,0,0,0,Other,2018,0.0,0.0,0.0,Great Lakes,26133
Osceola,0,1939,0,1939,Public Water Supply,2018,0.0,1.0,0.0,Groundwater,26133
Osceola,0,3634,586,4221,Total All Sectors,2018,0.0,0.86,0.14,Groundwater,26133
Oscoda,0,0,0,0,Commercial-Institutional,2018,0.0,0.0,0.0,Great Lakes,26135
Oscoda,0,0,0,0,Electric Power Generation,2018,0.0,0.0,0.0,Great Lakes,26135
Oscoda,0,0,0,0,Industrial-Manufacturing,2018,0.0,0.0,0.0,Great Lakes,26135
Oscoda,0,157,281,438,Irrigation,2018,0.0,0.36,0.64,Inland Surface,26135
Oscoda,0,0,0,0,Livestock,2018,0.0,0.0,0.0,Great Lakes,26135
Oscoda,0,0,0,0,Other,2018,0.0,0.0,0.0,Great Lakes,26135
Oscoda,0,85,0,85,Public Water Supply,2018,0.0,1.0,0.0,Groundwater,26135
Oscoda,0,242,281,524,Total All Sectors,2018,0.0,0.46,0.54,Inland Surface,26135
Otsego,0,0,0,0,Commercial-Institutional,2018,0.0,0.0,0.0,Great Lakes,26137
Otsego,0,0,0,0,Electric Power Generation,2018,0.0,0.0,0.0,Great Lakes,26137
Otsego,0,3,0,3,Industrial-Manufacturing,2018,0.0,1.0,0.0,Groundwater,26137
Otsego,0,1109,510,1620,Irrigation,2018,0.0,0.68,0.31,Groundwater,26137
Otsego,0,0,0,0,Livestock,2018,0.0,0.0,0.0,Great Lakes,26137
Otsego,0,0,0,0,Other,2018,0.0,0.0,0.0,Great Lakes,26137
Otsego,0,1527,0,1527,Public Water Supply,2018,0.0,1.0,0.0,Groundwater,26137
Otsego,0,2639,510,3150,Total All Sectors,2018,0.0,0.84,0.16,Groundwater,26137
Ottawa,0,39,1,40,Commercial-Institutional,2018,0.0,0.98,0.02,Groundwater,26139
Ottawa,914349,1588,39152,955091,Electric Power Generation,2018,0.96,0.0,0.04,Great Lakes,26139
Ottawa,0,690,1488,2179,Industrial-Manufacturing,2018,0.0,0.32,0.68,Inland Surface,26139
Ottawa,0,8947,3566,12514,Irrigation,2018,0.0,0.71,0.28,Groundwater,26139
Ottawa,0,221,0,221,Livestock,2018,0.0,1.0,0.0,Groundwater,26139
Ottawa,0,42,0,42,Other,2018,0.0,1.0,0.0,Groundwater,26139
Ottawa,27777,376,0,28154,Public Water Supply,2018,0.99,0.01,0.0,Great Lakes,26139
Ottawa,942127,11906,44209,998243,Total All Sectors,2018,0.94,0.01,0.04,Great Lakes,26139
Presque Isle,0,0,0,0,Commercial-Institutional,2018,0.0,0.0,0.0,Great Lakes,26141
Presque Isle,0,0,0,0,Electric Power Generation,2018,0.0,0.0,0.0,Great Lakes,26141
Presque Isle,5951,28755,32793,67499,Industrial-Manufacturing,2018,0.09,0.43,0.49,Inland Surface,26141
Presque Isle,0,291,327,618,Irrigation,2018,0.0,0.47,0.53,Inland Surface,26141
Presque Isle,0,0,0,0,Livestock,2018,0.0,0.0,0.0,Great Lakes,26141
Presque Isle,0,0,0,0,Other,2018,0.0,0.0,0.0,Great Lakes,26141
Presque Isle,0,622,0,622,Public Water Supply,2018,0.0,1.0,0.0,Groundwater,26141
Presque Isle,5951,29670,33120,68742,Total All Sectors,2018,0.09,0.43,0.48,Inland Surface,26141
Roscommon,0,41,0,41,Commercial-Institutional,2018,0.0,1.0,0.0,Groundwater,26143
Roscommon,0,0,0,0,Electric Power Generation,2018,0.0,0.0,0.0,Great Lakes,26143
Roscommon,0,2,176,178,Industrial-Manufacturing,2018,0.0,0.01,0.99,Inland Surface,26143
Roscommon,0,210,71,282,Irrigation,2018,0.0,0.74,0.25,Groundwater,26143
Roscommon,0,2,0,2,Livestock,2018,0.0,1.0,0.0,Groundwater,26143
Roscommon,0,0,0,0,Other,2018,0.0,0.0,0.0,Great Lakes,26143
Roscommon,0,334,0,334,Public Water Supply,2018,0.0,1.0,0.0,Groundwater,26143
Roscommon,0,592,248,840,Total All Sectors,2018,0.0,0.7,0.3,Groundwater,26143
Saginaw,0,0,0,0,Commercial-Institutional,2018,0.0,0.0,0.0,Great Lakes,26145
Saginaw,0,0,0,0,Electric Power Generation,2018,0.0,0.0,0.0,Great Lakes,26145
Saginaw,0,9,0,9,Industrial-Manufacturing,2018,0.0,1.0,0.0,Groundwater,26145
Saginaw,0,710,490,1200,Irrigation,2018,0.0,0.59,0.41,Groundwater,26145
Saginaw,0,9,0,9,Livestock,2018,0.0,1.0,0.0,Groundwater,26145
Saginaw,0,0,0,0,Other,2018,0.0,0.0,0.0,Great Lakes,26145
Saginaw,0,516,0,516,Public Water Supply,2018,0.0,1.0,0.0,Groundwater,26145
Saginaw,0,1245,490,1735,Total All Sectors,2018,0.0,0.72,0.28,Groundwater,26145
Saint Clair,0,2,0,2,Commercial-Institutional,2018,0.0,1.0,0.0,Groundwater,26147
Saint Clair,1738735,0,0,1738735,Electric Power Generation,2018,1.0,0.0,0.0,Great Lakes,26147
Saint Clair,17441,0,0,17441,Industrial-Manufacturing,2018,1.0,0.0,0.0,Great Lakes,26147
Saint Clair,111,153,236,501,Irrigation,2018,0.22,0.31,0.47,Inland Surface,26147
Saint Clair,0,0,0,0,Livestock,2018,0.0,0.0,0.0,Great Lakes,26147
Saint Clair,0,0,0,0,Other,2018,0.0,0.0,0.0,Great Lakes,26147
Saint Clair,15150,582,0,15732,Public Water Supply,2018,0.96,0.04,0.0,Great Lakes,26147
Saint Clair,1771438,738,236,1772413,Total All Sectors,2018,1.0,0.0,0.0,Great Lakes,26147
Saint Joseph,0,515,0,515,Commercial-Institutional,2018,0.0,1.0,0.0,Groundwater,26149
Saint Joseph,0,0,0,0,Electric Power Generation,2018,0.0,0.0,0.0,Great Lakes,26149
Saint Joseph,0,2506,177,2684,Industrial-Manufacturing,2018,0.0,0.93,0.07,Groundwater,26149
Saint Joseph,0,55218,12507,67725,Irrigation,2018,0.0,0.82,0.18,Groundwater,26149
Saint Joseph,0,0,0,0,Livestock,2018,0.0,0.0,0.0,Great Lakes,26149
Saint Joseph,0,3908,0,3908,Other,2018,0.0,1.0,0.0,Groundwater,26149
Saint Joseph,0,4573,0,4573,Public Water Supply,2018,0.0,1.0,0.0,Groundwater,26149
Saint Joseph,0,66723,12684,79407,Total All Sectors,2018,0.0,0.84,0.16,Groundwater,26149
Sanilac,0,1,0,1,Commercial-Institutional,2018,0.0,1.0,0.0,Groundwater,26151
Sanilac,0,0,0,0,Electric Power Generation,2018,0.0,0.0,0.0,Great Lakes,26151
Sanilac,0,124,172,297,Industrial-Manufacturing,2018,0.0,0.42,0.58,Inland Surface,26151
Sanilac,0,837,172,1009,Irrigation,2018,0.0,0.83,0.17,Groundwater,26151
Sanilac,0,0,0,0,Livestock,2018,0.0,0.0,0.0,Great Lakes,26151
Sanilac,0,1,0,1,Other,2018,0.0,1.0,0.0,Groundwater,26151
Sanilac,461,1728,0,2190,Public Water Supply,2018,0.21,0.79,0.0,Groundwater,26151
Sanilac,461,2692,345,3500,Total All Sectors,2018,0.13,0.77,0.1,Groundwater,26151
Schoolcraft,0,0,0,0,Commercial-Institutional,2018,0.0,0.0,0.0,Great Lakes,26153
Schoolcraft,0,0,0,0,Electric Power Generation,2018,0.0,0.0,0.0,Great Lakes,26153
Schoolcraft,6793,9406,4296,20495,Industrial-Manufacturing,2018,0.33,0.46,0.21,Groundwater,26153
Schoolcraft,0,34,41,75,Irrigation,2018,0.0,0.45,0.55,Inland Surface,26153
Schoolcraft,0,2082,5570,7652,Livestock,2018,0.0,0.27,0.73,Inland Surface,26153
Schoolcraft,0,0,0,0,Other,2018,0.0,0.0,0.0,Great Lakes,26153
Schoolcraft,599,25,0,625,Public Water Supply,2018,0.96,0.04,0.0,Great Lakes,26153
Schoolcraft,7392,11548,9907,28848,Total All Sectors,2018,0.26,0.4,0.34,Groundwater,26153
Shiawassee,0,0,0,0,Commercial-Institutional,2018,0.0,0.0,0.0,Great Lakes,26155
Shiawassee,0,0,0,0,Electric Power Generation,2018,0.0,0.0,0.0,Great Lakes,26155
Shiawassee,0,262,263,525,Industrial-Manufacturing,2018,0.0,0.5,0.5,Inland Surface,26155
Shiawassee,0,143,192,335,Irrigation,2018,0.0,0.43,0.57,Inland Surface,26155
Shiawassee,0,259,0,259,Livestock,2018,0.0,1.0,0.0,Groundwater,26155
Shiawassee,0,0,0,0,Other,2018,0.0,0.0,0.0,Great Lakes,26155
Shiawassee,0,3517,0,3517,Public Water Supply,2018,0.0,1.0,0.0,Groundwater,26155
Shiawassee,0,4182,455,4637,Total All Sectors,2018,0.0,0.9,0.1,Groundwater,26155
Tuscola,0,0,0,0,Commercial-Institutional,2018,0.0,0.0,0.0,Great Lakes,26157
Tuscola,0,0,0,0,Electric Power Generation,2018,0.0,0.0,0.0,Great Lakes,26157
Tuscola,0,10,266,276,Industrial-Manufacturing,2018,0.0,0.04,0.96,Inland Surface,26157
Tuscola,0,1398,3082,4480,Irrigation,2018,0.0,0.31,0.69,Inland Surface,26157
Tuscola,0,10,0,10,Livestock,2018,0.0,1.0,0.0,Groundwater,26157
Tuscola,0,0,0,0,Other,2018,0.0,0.0,0.0,Great Lakes,26157
Tuscola,0,2633,0,2633,Public Water Supply,2018,0.0,1.0,0.0,Groundwater,26157
Tuscola,0,4051,3349,7400,Total All Sectors,2018,0.0,0.55,0.45,Groundwater,26157
Van Buren,0,15,0,15,Commercial-Institutional,2018,0.0,1.0,0.0,Groundwater,26159
Van Buren,161674,0,0,161674,Electric Power Generation,2018,1.0,0.0,0.0,Great Lakes,26159
Van Buren,0,1608,0,1608,Industrial-Manufacturing,2018,0.0,1.0,0.0,Groundwater,26159
Van Buren,0,18957,1525,20483,Irrigation,2018,0.0,0.93,0.07,Groundwater,26159
Van Buren,0,273,0,273,Livestock,2018,0.0,1.0,0.0,Groundwater,26159
Van Buren,0,43,0,43,Other,2018,0.0,1.0,0.0,Groundwater,26159
Van Buren,1949,2954,0,4904,Public Water Supply,2018,0.4,0.6,0.0,Groundwater,26159
Van Buren,163624,23853,1525,189004,Total All Sectors,2018,0.87,0.13,0.01,Great Lakes,26159
Washtenaw,0,184,0,184,Commercial-Institutional,2018,0.0,1.0,0.0,Groundwater,26161
Washtenaw,0,0,0,0,Electric Power Generation,2018,0.0,0.0,0.0,Great Lakes,26161
Washtenaw,0,953,1046,1999,Industrial-Manufacturing,2018,0.0,0.48,0.52,Inland Surface,26161
Washtenaw,0,2910,1276,4186,Irrigation,2018,0.0,0.7,0.3,Groundwater,26161
Washtenaw,0,382,0,382,Livestock,2018,0.0,1.0,0.0,Groundwater,26161
Washtenaw,0,0,0,0,Other,2018,0.0,0.0,0.0,Great Lakes,26161
Washtenaw,0,9189,16987,26176,Public Water Supply,2018,0.0,0.35,0.65,Inland Surface,26161
Washtenaw,0,13619,19310,32930,Total All Sectors,2018,0.0,0.41,0.59,Inland Surface,26161
Wayne,516,9,0,525,Commercial-Institutional,2018,0.98,0.02,0.0,Great Lakes,26163
Wayne,414766,0,243972,658738,Electric Power Generation,2018,0.63,0.0,0.37,Great Lakes,26163
Wayne,371002,2187,302928,676118,Industrial-Manufacturing,2018,0.55,0.0,0.45,Great Lakes,26163
Wayne,143,648,810,1602,Irrigation,2018,0.09,0.4,0.51,Inland Surface,26163
Wayne,0,0,0,0,Livestock,2018,0.0,0.0,0.0,Great Lakes,26163
Wayne,0,11,0,11,Other,2018,0.0,1.0,0.0,Groundwater,26163
Wayne,627637,0,0,627637,Public Water Supply,2018,1.0,0.0,0.0,Great Lakes,26163
Wayne,1414065,2857,547711,1964634,Total All Sectors,2018,0.72,0.0,0.28,Great Lakes,26163
Wexford,0,249,0,249,Commercial-Institutional,2018,0.0,1.0,0.0,Groundwater,26165
Wexford,0,0,0,0,Electric Power Generation,2018,0.0,0.0,0.0,Great Lakes,26165
Wexford,0,1081,0,1081,Industrial-Manufacturing,2018,0.0,1.0,0.0,Groundwater,26165
Wexford,0,1349,38,1388,Irrigation,2018,0.0,0.97,0.03,Groundwater,26165
Wexford,0,682,11881,12563,Livestock,2018,0.0,0.05,0.95,Inland Surface,26165
Wexford,0,0,0,0,Other,2018,0.0,0.0,0.0,Great Lakes,26165
Wexford,0,3790,0,3790,Public Water Supply,2018,0.0,1.0,0.0,Groundwater,26165
Wexford,0,7154,11920,19074,Total All Sectors,2018,0.0,0.38,0.62,Inland Surface,26165
Alcona,0,0,0,0,Commercial-Institutional,2019,0.0,0.0,0.0,Great Lakes,26001
Alcona,0,436,0,436,Electric Power Generation,2019,0.0,1.0,0.0,Groundwater,26001
Alcona,0,0,0,0,Industrial-Manufacturing,2019,0.0,0.0,0.0,Great Lakes,26001
Alcona,0,134,45,179,Irrigation,2019,0.0,0.75,0.25,Groundwater,26001
Alcona,0,0,0,0,Livestock,2019,0.0,0.0,0.0,Great Lakes,26001
Alcona,0,0,0,0,Other,2019,0.0,0.0,0.0,Great Lakes,26001
Alcona,0,88,0,88,Public Water Supply,2019,0.0,1.0,0.0,Groundwater,26001
Alcona,0,659,45,704,Total All Sectors,2019,0.0,0.94,0.06,Groundwater,26001
Alger,0,5,0,5,Commercial-Institutional,2019,0.0,1.0,0.0,Groundwater,26003
Alger,0,0,0,0,Electric Power Generation,2019,0.0,0.0,0.0,Great Lakes,26003
Alger,5046,385,0,5432,Industrial-Manufacturing,2019,0.93,0.07,0.0,Great Lakes,26003
Alger,0,18,0,18,Irrigation,2019,0.0,1.0,0.0,Groundwater,26003
Alger,0,0,0,0,Livestock,2019,0.0,0.0,0.0,Great Lakes,26003
Alger,0,0,0,0,Other,2019,0.0,0.0,0.0,Great Lakes,26003
Alger,0,642,0,642,Public Water Supply,2019,0.0,1.0,0.0,Groundwater,26003
Alger,5046,1052,0,6099,Total All Sectors,2019,0.83,0.17,0.0,Great Lakes,26003
Allegan,0,133,0,133,Commercial-Institutional,2019,0.0,1.0,0.0,Groundwater,26005
Allegan,0,3,0,3,Electric Power Generation,2019,0.0,1.0,0.0,Groundwater,26005
Allegan,0,2648,642,3291,Industrial-Manufacturing,2019,0.0,0.8,0.2,Groundwater,26005
Allegan,0,8354,6180,14535,Irrigation,2019,0.0,0.57,0.43,Groundwater,26005
Allegan,0,469,11,480,Livestock,2019,0.0,0.98,0.02,Groundwater,26005
Allegan,0,433,66,500,Other,2019,0.0,0.87,0.13,Groundwater,26005
Allegan,2191,6188,0,8379,Public Water Supply,2019,0.26,0.74,0.0,Groundwater,26005
Allegan,2191,18231,6901,27324,Total All Sectors,2019,0.08,0.67,0.25,Groundwater,26005
Alpena,0,0,0,0,Commercial-Institutional,2019,0.0,0.0,0.0,Great Lakes,26007
Alpena,30465,0,3595,34060,Electric Power Generation,2019,0.89,0.0,0.11,Great Lakes,26007
Alpena,0,0,4507,4507,Industrial-Manufacturing,2019,0.0,0.0,1.0,Inland Surface,26007
Alpena,0,51,421,472,Irrigation,2019,0.0,0.11,0.89,Inland Surface,26007
Alpena,0,0,0,0,Livestock,2019,0.0,0.0,0.0,Great Lakes,26007
Alpena,0,0,0,0,Other,2019,0.0,0.0,0.0,Great Lakes,26007
Alpena,2449,5,0,2454,Public Water Supply,2019,1.0,0.0,0.0,Great Lakes,26007
Alpena,32915,56,8523,41494,Total All Sectors,2019,0.79,0.0,0.21,Great Lakes,26007
Antrim,0,0,0,0,Commercial-Institutional,2019,0.0,0.0,0.0,Great Lakes,26009
Antrim,0,0,0,0,Electric Power Generation,2019,0.0,0.0,0.0,Great Lakes,26009
Antrim,0,325,0,325,Industrial-Manufacturing,2019,0.0,1.0,0.0,Groundwater,26009
Antrim,0,8806,114,8921,Irrigation,2019,0.0,0.99,0.01,Groundwater,26009
Antrim,0,0,0,0,Livestock,2019,0.0,0.0,0.0,Great Lakes,26009
Antrim,0,39,0,39,Other,2019,0.0,1.0,0.0,Groundwater,26009
Antrim,0,1445,0,1445,Public Water Supply,2019,0.0,1.0,0.0,Groundwater,26009
Antrim,0,10618,114,10733,Total All Sectors,2019,0.0,0.99,0.01,Groundwater,26009
Arenac,0,5,0,6,Commercial-Institutional,2019,0.0,0.83,0.0,Groundwater,26011
Arenac,0,0,0,0,Electric Power Generation,2019,0.0,0.0,0.0,Great Lakes,26011
Arenac,0,0,0,0,Industrial-Manufacturing,2019,0.0,0.0,0.0,Great Lakes,26011
Arenac,0,175,454,630,Irrigation,2019,0.0,0.28,0.72,Inland Surface,26011
Arenac,0,0,0,0,Livestock,2019,0.0,0.0,0.0,Great Lakes,26011
Arenac,0,0,0,0,Other,2019,0.0,0.0,0.0,Great Lakes,26011
Arenac,68534,17,0,68552,Public Water Supply,2019,1.0,0.0,0.0,Great Lakes,26011
Arenac,68534,199,455,69189,Total All Sectors,2019,0.99,0.0,0.01,Great Lakes,26011
Baraga,0,0,0,0,Commercial-Institutional,2019,0.0,0.0,0.0,Great Lakes,26013
Baraga,17569,0,0,17569,Electric Power Generation,2019,1.0,0.0,0.0,Great Lakes,26013
Baraga,299,0,0,299,Industrial-Manufacturing,2019,1.0,0.0,0.0,Great Lakes,26013
Baraga,0,0,0,0,Irrigation,2019,0.0,0.0,0.0,Great Lakes,26013
Baraga,0,0,0,0,Livestock,2019,0.0,0.0,0.0,Great Lakes,26013
Baraga,0,0,0,0,Other,2019,0.0,0.0,0.0,Great Lakes,26013
Baraga,667,0,0,667,Public Water Supply,2019,1.0,0.0,0.0,Great Lakes,26013
Baraga,18535,0,0,18535,Total All Sectors,2019,1.0,0.0,0.0,Great Lakes,26013
Barry,0,92,0,92,Commercial-Institutional,2019,0.0,1.0,0.0,Groundwater,26015
Barry,0,0,0,0,Electric Power Generation,2019,0.0,0.0,0.0,Great Lakes,26015
Barry,0,563,230,793,Industrial-Manufacturing,2019,0.0,0.71,0.29,Groundwater,26015
Barry,0,3006,1251,4257,Irrigation,2019,0.0,0.71,0.29,Groundwater,26015
Barry,0,593,1,594,Livestock,2019,0.0,1.0,0.0,Groundwater,26015
Barry,0,2,0,2,Other,2019,0.0,1.0,0.0,Groundwater,26015
Barry,0,2377,0,2377,Public Water Supply,2019,0.0,1.0,0.0,Groundwater,26015
Barry,0,6635,1482,8117,Total All Sectors,2019,0.0,0.82,0.18,Groundwater,26015
Bay,0,0,0,0,Commercial-Institutional,2019,0.0,0.0,0.0,Great Lakes,26017
Bay,0,0,268981,268981,Electric Power Generation,2019,0.0,0.0,1.0,Inland Surface,26017
Bay,0,1,2663,2665,Industrial-Manufacturing,2019,0.0,0.0,1.0,Inland Surface,26017
Bay,29,165,2492,2687,Irrigation,2019,0.01,0.06,0.93,Inland Surface,26017
Bay,0,0,0,0,Livestock,2019,0.0,0.0,0.0,Great Lakes,26017
Bay,0,0,0,0,Other,2019,0.0,0.0,0.0,Great Lakes,26017
Bay,10451,0,0,10451,Public Water Supply,2019,1.0,0.0,0.0,Great Lakes,26017
Bay,10480,166,274137,284785,Total All Sectors,2019,0.04,0.0,0.96,Inland Surface,26017
Benzie,0,116,0,116,Commercial-Institutional,2019,0.0,1.0,0.0,Groundwater,26019
Benzie,0,0,0,0,Electric Power Generation,2019,0.0,0.0,0.0,Great Lakes,26019
Benzie,0,152,0,152,Industrial-Manufacturing,2019,0.0,1.0,0.0,Groundwater,26019
Benzie,0,1163,0,1163,Irrigation,2019,0.0,1.0,0.0,Groundwater,26019
Benzie,0,990,10765,11755,Livestock,2019,0.0,0.08,0.92,Inland Surface,26019
Benzie,0,2,0,2,Other,2019,0.0,1.0,0.0,Groundwater,26019
Benzie,0,905,0,905,Public Water Supply,2019,0.0,1.0,0.0,Groundwater,26019
Benzie,0,3330,10765,14095,Total All Sectors,2019,0.0,0.24,0.76,Inland Surface,26019
Berrien,0,41,0,41,Commercial-Institutional,2019,0.0,1.0,0.0,Groundwater,26021
Berrien,2762388,0,0,2762388,Electric Power Generation,2019,1.0,0.0,0.0,Great Lakes,26021
Berrien,0,1489,0,1489,Industrial-Manufacturing,2019,0.0,1.0,0.0,Groundwater,26021
Berrien,6,6869,1709,8585,Irrigation,2019,0.0,0.8,0.2,Groundwater,26021
Berrien,0,0,0,0,Livestock,2019,0.0,0.0,0.0,Great Lakes,26021
Berrien,0,11,0,11,Other,2019,0.0,1.0,0.0,Groundwater,26021
Berrien,13509,4594,0,18104,Public Water Supply,2019,0.75,0.25,0.0,Great Lakes,26021
Berrien,2775904,13006,1709,2790620,Total All Sectors,2019,0.99,0.0,0.0,Great Lakes,26021
Branch,0,2,0,2,Commercial-Institutional,2019,0.0,1.0,0.0,Groundwater,26023
Branch,0,0,0,0,Electric Power Generation,2019,0.0,0.0,0.0,Great Lakes,26023
Branch,0,18,517,535,Industrial-Manufacturing,2019,0.0,0.03,0.97,Inland Surface,26023
Branch,0,15594,6368,21963,Irrigation,2019,0.0,0.71,0.29,Groundwater,26023
Branch,0,75,0,75,Livestock,2019,0.0,1.0,0.0,Groundwater,26023
Branch,0,0,0,0,Other,2019,0.0,0.0,0.0,Great Lakes,26023
Branch,0,4828,0,4828,Public Water Supply,2019,0.0,1.0,0.0,Groundwater,26023
Branch,0,20518,6886,27405,Total All Sectors,2019,0.0,0.75,0.25,Groundwater,26023
Calhoun,0,2,0,2,Commercial-Institutional,2019,0.0,1.0,0.0,Groundwater,26025
Calhoun,0,0,0,0,Electric Power Generation,2019,0.0,0.0,0.0,Great Lakes,26025
Calhoun,0,6174,1905,8079,Industrial-Manufacturing,2019,0.0,0.76,0.24,Groundwater,26025
Calhoun,0,7862,2890,10753,Irrigation,2019,0.0,0.73,0.27,Groundwater,26025
Calhoun,0,0,0,0,Livestock,2019,0.0,0.0,0.0,Great Lakes,26025
Calhoun,0,518,0,518,Other,2019,0.0,1.0,0.0,Groundwater,26025
Calhoun,0,16740,0,16740,Public Water Supply,2019,0.0,1.0,0.0,Groundwater,26025
Calhoun,0,31297,4796,36094,Total All Sectors,2019,0.0,0.87,0.13,Groundwater,26025
Cass,0,16,0,16,Commercial-Institutional,2019,0.0,1.0,0.0,Groundwater,26027
Cass,0,0,0,0,Electric Power Generation,2019,0.0,0.0,0.0,Great Lakes,26027
Cass,0,280,1051,1332,Industrial-Manufacturing,2019,0.0,0.21,0.79,Inland Surface,26027
Cass,0,23000,1318,24319,Irrigation,2019,0.0,0.95,0.05,Groundwater,26027
Cass,0,111,0,111,Livestock,2019,0.0,1.0,0.0,Groundwater,26027
Cass,0,424,0,424,Other,2019,0.0,1.0,0.0,Groundwater,26027
Cass,0,1607,0,1607,Public Water Supply,2019,0.0,1.0,0.0,Groundwater,26027
Cass,0,25441,2369,27811,Total All Sectors,2019,0.0,0.91,0.09,Groundwater,26027
Charlevoix,0,4,0,4,Commercial-Institutional,2019,0.0,1.0,0.0,Groundwater,26029
Charlevoix,0,0,0,0,Electric Power Generation,2019,0.0,0.0,0.0,Great Lakes,26029
Charlevoix,0,16509,144,16654,Industrial-Manufacturing,2019,0.0,0.99,0.01,Groundwater,26029
Charlevoix,0,199,73,272,Irrigation,2019,0.0,0.73,0.27,Groundwater,26029
Charlevoix,0,0,0,0,Livestock,2019,0.0,0.0,0.0,Great Lakes,26029
Charlevoix,0,0,0,0,Other,2019,0.0,0.0,0.0,Great Lakes,26029
Charlevoix,868,2169,0,3038,Public Water Supply,2019,0.29,0.71,0.0,Groundwater,26029
Charlevoix,868,18883,218,19970,Total All Sectors,2019,0.04,0.95,0.01,Groundwater,26029
Cheboygan,0,0,0,0,Commercial-Institutional,2019,0.0,0.0,0.0,Great Lakes,26031
Cheboygan,0,0,0,0,Electric Power Generation,2019,0.0,0.0,0.0,Great Lakes,26031
Cheboygan,0,11,1108,1120,Industrial-Manufacturing,2019,0.0,0.01,0.99,Inland Surface,26031
Cheboygan,0,318,96,415,Irrigation,2019,0.0,0.77,0.23,Groundwater,26031
Cheboygan,0,0,0,0,Livestock,2019,0.0,0.0,0.0,Great Lakes,26031
Cheboygan,0,0,0,0,Other,2019,0.0,0.0,0.0,Great Lakes,26031
Cheboygan,0,1209,0,1209,Public Water Supply,2019,0.0,1.0,0.0,Groundwater,26031
Cheboygan,0,1539,1205,2744,Total All Sectors,2019,0.0,0.56,0.44,Groundwater,26031
Chippewa,0,0,0,0,Commercial-Institutional,2019,0.0,0.0,0.0,Great Lakes,26033
Chippewa,0,0,0,0,Electric Power Generation,2019,0.0,0.0,0.0,Great Lakes,26033
Chippewa,1805,0,0,1805,Industrial-Manufacturing,2019,1.0,0.0,0.0,Great Lakes,26033
Chippewa,60,77,0,138,Irrigation,2019,0.43,0.56,0.0,Groundwater,26033
Chippewa,0,31,0,31,Livestock,2019,0.0,1.0,0.0,Groundwater,26033
Chippewa,235,0,0,235,Other,2019,1.0,0.0,0.0,Great Lakes,26033
Chippewa,1989,1030,0,3020,Public Water Supply,2019,0.66,0.34,0.0,Great Lakes,26033
Chippewa,4091,1140,0,5231,Total All Sectors,2019,0.78,0.22,0.0,Great Lakes,26033
Clare,0,11,0,11,Commercial-Institutional,2019,0.0,1.0,0.0,Groundwater,26035
Clare,0,0,0,0,Electric Power Generation,2019,0.0,0.0,0.0,Great Lakes,26035
Clare,0,109,2912,3021,Industrial-Manufacturing,2019,0.0,0.04,0.96,Inland Surface,26035
Clare,0,374,83,458,Irrigation,2019,0.0,0.82,0.18,Groundwater,26035
Clare,0,59,0,59,Livestock,2019,0.0,1.0,0.0,Groundwater,26035
Clare,0,0,0,0,Other,2019,0.0,0.0,0.0,Great Lakes,26035
Clare,0,1675,0,1675,Public Water Supply,2019,0.0,1.0,0.0,Groundwater,26035
Clare,0,2229,2996,5226,Total All Sectors,2019,0.0,0.43,0.57,Inland Surface,26035
Clinton,0,0,0,0,Commercial-Institutional,2019,0.0,0.0,0.0,Great Lakes,26037
Clinton,0,0,0,0,Electric Power Generation,2019,0.0,0.0,0.0,Great Lakes,26037
Clinton,0,764,1626,2390,Industrial-Manufacturing,2019,0.0,0.32,0.68,Inland Surface,26037
Clinton,0,720,1365,2085,Irrigation,2019,0.0,0.35,0.65,Inland Surface,26037
Clinton,0,1154,0,1154,Livestock,2019,0.0,1.0,0.0,Groundwater,26037
